Gm#,Date,Season,Attendance
5537,'28-May-23',2023,47471
5538,'6-Jun-23',2023,29190
5539,'7-Jun-23',2023,24149
5540,'8-Jun-23',2023,30372
5541,'9-Jun-23',2023,32551
5542,'10-Jun-23',2023,37234
5543,'11-Jun-23',2023,34724
5544,'23-Jun-23',2023,47085
5545,'24-Jun-23',2023,45274
5546,'25-Jun-23',2023,40213
5547,'27-Jun-23',2023,38738
5548,'28-Jun-23',2023,37267
5549,'29-Jun-23',2023,36667
5550,'30-Jun-23',2023,47239
5551,'1-Jul-23',2023,48108
5552,'2-Jul-23',2023,40145
5553,'14-Jul-23',2023,47865
5554,'15-Jul-23',2023,48632
5555,'16-Jul-23',2023,47211
5556,'18-Jul-23',2023,43871
5557,'19-Jul-23',2023,36937
5558,'28-Jul-23',2023,37262
5559,'29-Jul-23',2023,45085
5560,'30-Jul-23',2023,31789
5561,'31-Jul-23',2023,25582
5562,'1-Aug-23',2023,27417
5563,'2-Aug-23',2023,28437
5564,'14-Aug-23',2023,24157
5565,'15-Aug-23',2023,23644
5566,'16-Aug-23',2023,22824
5567,'18-Aug-23',2023,35249
5568,'19-Aug-23',2023,46601
5569,'20-Aug-23',2023,40151
5570,'28-Aug-23',2023,27024
5571,'29-Aug-23',2023,25244
5572,'30-Aug-23',2023,27425
5573,'1-Sep-23',2023,27397
5574,'2-Sep-23',2023,40445
5575,'3-Sep-23',2023,32283
5576,'11-Sep-23',2023,30620
5577,'12-Sep-23',2023,32058
5578,'13-Sep-23',2023,32171
5579,'15-Sep-23',2023,38253
5580,'16-Sep-23',2023,22101
5581,'16-Sep-23',2023,43885
5582,'17-Sep-23',2023,30619
5583,'26-Sep-23',2023,24648
5584,'26-Sep-23',2023,25133
5585,'27-Sep-23',2023,26054
5586,'28-Sep-23',2023,30129
5587,'29-Sep-23',2023,47272
5588,'30-Sep-23',2023,40264
5589,'1-Oct-23',2023,33375
5590,'6-Apr-23',2023,44650
5591,'8-Apr-23',2023,21835
5592,'9-Apr-23',2023,14885
5593,'14-Apr-23',2023,15289
5594,'15-Apr-23',2023,18344
5595,'18-Apr-23',2023,0
5596,'18-Apr-23',2023,10099
5597,'19-Apr-23',2023,11230
5598,'27-Apr-23',2023,11599
5599,'29-Apr-23',2023,17974
5600,'29-Apr-23',2023,11048
5601,'30-Apr-23',2023,13626
5602,'3-May-23',2023,11363
5603,'3-May-23',2023,16734
5604,'4-May-23',2023,18369
5605,'12-May-23',2023,22116
5606,'13-May-23',2023,23511
5607,'14-May-23',2023,20160
5608,'16-May-23',2023,16484
5609,'17-May-23',2023,14542
5610,'25-May-23',2023,15003
5611,'26-May-23',2023,21701
5612,'27-May-23',2023,24685
5613,'28-May-23',2023,22644
5614,'29-May-23',2023,19021
5615,'30-May-23',2023,14616
5616,'31-May-23',2023,20968
5617,'9-Jun-23',2023,19664
5618,'10-Jun-23',2023,31607
5619,'11-Jun-23',2023,17956
5620,'12-Jun-23',2023,18742
5621,'14-Jun-23',2023,0
5622,'14-Jun-23',2023,24186
5623,'19-Jun-23',2023,18438
5624,'20-Jun-23',2023,18409
5625,'21-Jun-23',2023,20195
5626,'23-Jun-23',2023,19782
5627,'24-Jun-23',2023,24403
5628,'25-Jun-23',2023,21585
5629,'4-Jul-23',2023,26749
5630,'5-Jul-23',2023,15149
5631,'6-Jul-23',2023,15133
5632,'7-Jul-23',2023,30029
5633,'8-Jul-23',2023,30621
5634,'9-Jul-23',2023,30077
5635,'21-Jul-23',2023,28834
5636,'22-Jul-23',2023,31974
5637,'23-Jul-23',2023,24523
5638,'24-Jul-23',2023,16907
5639,'25-Jul-23',2023,24856
5640,'27-Jul-23',2023,0
5641,'27-Jul-23',2023,30238
5642,'4-Aug-23',2023,26050
5643,'5-Aug-23',2023,30939
5644,'6-Aug-23',2023,21824
5645,'7-Aug-23',2023,13779
5646,'8-Aug-23',2023,16588
5647,'9-Aug-23',2023,16570
5648,'10-Aug-23',2023,18709
5649,'21-Aug-23',2023,20560
5650,'22-Aug-23',2023,21211
5651,'23-Aug-23',2023,21965
5652,'25-Aug-23',2023,23832
5653,'26-Aug-23',2023,27103
5654,'27-Aug-23',2023,28496
5655,'28-Aug-23',2023,16772
5656,'29-Aug-23',2023,17236
5657,'30-Aug-23',2023,15731
5658,'31-Aug-23',2023,19630
5659,'8-Sep-23',2023,18483
5660,'9-Sep-23',2023,20159
5661,'10-Sep-23',2023,18223
5662,'12-Sep-23',2023,15080
5663,'13-Sep-23',2023,15507
5664,'14-Sep-23',2023,16945
5665,'26-Sep-23',2023,13903
5666,'27-Sep-23',2023,0
5667,'28-Sep-23',2023,13326
5668,'29-Sep-23',2023,30053
5669,'30-Sep-23',2023,40224
5670,'1-Oct-23',2023,41425
5671,'30-Mar-23',2023,43032
5672,'31-Mar-23',2023,41453
5673,'1-Apr-23',2023,37519
5674,'2-Apr-23',2023,42835
5675,'3-Apr-23',2023,29272
5676,'4-Apr-23',2023,30613
5677,'5-Apr-23',2023,37932
5678,'14-Apr-23',2023,39343
5679,'15-Apr-23',2023,39257
5680,'16-Apr-23',2023,39122
5681,'17-Apr-23',2023,30873
5682,'18-Apr-23',2023,32602
5683,'19-Apr-23',2023,40545
5684,'28-Apr-23',2023,40719
5685,'29-Apr-23',2023,41240
5686,'30-Apr-23',2023,41669
5687,'1-May-23',2023,30915
5688,'2-May-23',2023,31701
5689,'3-May-23',2023,40405
5690,'15-May-23',2023,35413
5691,'16-May-23',2023,34280
5692,'17-May-23',2023,35749
5693,'19-May-23',2023,34931
5694,'20-May-23',2023,35475
5695,'21-May-23',2023,39820
5696,'29-May-23',2023,40744
5697,'30-May-23',2023,34604
5698,'31-May-23',2023,37127
5699,'1-Jun-23',2023,34037
5700,'2-Jun-23',2023,38692
5701,'3-Jun-23',2023,39222
5702,'4-Jun-23',2023,40831
5703,'13-Jun-23',2023,39546
5704,'14-Jun-23',2023,39796
5705,'15-Jun-23',2023,38303
5706,'16-Jun-23',2023,38621
5707,'17-Jun-23',2023,40136
5708,'18-Jun-23',2023,40573
5709,'19-Jun-23',2023,33185
5710,'20-Jun-23',2023,34606
5711,'21-Jun-23',2023,38279
5712,'4-Jul-23',2023,39533
5713,'5-Jul-23',2023,36535
5714,'6-Jul-23',2023,40562
5715,'7-Jul-23',2023,34737
5716,'8-Jul-23',2023,37112
5717,'9-Jul-23',2023,39421
5718,'24-Jul-23',2023,37973
5719,'25-Jul-23',2023,40520
5720,'26-Jul-23',2023,40398
5721,'28-Jul-23',2023,38592
5722,'29-Jul-23',2023,40004
5723,'30-Jul-23',2023,40357
5724,'31-Jul-23',2023,30165
5725,'1-Aug-23',2023,33703
5726,'2-Aug-23',2023,37522
5727,'11-Aug-23',2023,41152
5728,'12-Aug-23',2023,40311
5729,'13-Aug-23',2023,40333
5730,'18-Aug-23',2023,38060
5731,'19-Aug-23',2023,38280
5732,'20-Aug-23',2023,36642
5733,'21-Aug-23',2023,31590
5734,'22-Aug-23',2023,33042
5735,'23-Aug-23',2023,37144
5736,'24-Aug-23',2023,35323
5737,'1-Sep-23',2023,41066
5738,'2-Sep-23',2023,41427
5739,'3-Sep-23',2023,41514
5740,'8-Sep-23',2023,39516
5741,'9-Sep-23',2023,39452
5742,'10-Sep-23',2023,41073
5743,'11-Sep-23',2023,29807
5744,'12-Sep-23',2023,36504
5745,'13-Sep-23',2023,37864
5746,'18-Sep-23',2023,34456
5747,'19-Sep-23',2023,35050
5748,'20-Sep-23',2023,36427
5749,'22-Sep-23',2023,41033
5750,'23-Sep-23',2023,41692
5751,'24-Sep-23',2023,41438
5752,'30-Mar-23',2023,38351
5753,'1-Apr-23',2023,16633
5754,'2-Apr-23',2023,14589
5755,'3-Apr-23',2023,10810
5756,'4-Apr-23',2023,12123
5757,'5-Apr-23',2023,10015
5758,'6-Apr-23',2023,10401
5759,'14-Apr-23',2023,20186
5760,'15-Apr-23',2023,17644
5761,'16-Apr-23',2023,22040
5762,'17-Apr-23',2023,11068
5763,'18-Apr-23',2023,12118
5764,'19-Apr-23',2023,10388
5765,'2-May-23',2023,10487
5766,'3-May-23',2023,10362
5767,'4-May-23',2023,11514
5768,'5-May-23',2023,15966
5769,'6-May-23',2023,29549
5770,'7-May-23',2023,12740
5771,'8-May-23',2023,9814
5772,'9-May-23',2023,11258
5773,'10-May-23',2023,12187
5774,'11-May-23',2023,20321
5775,'22-May-23',2023,14229
5776,'23-May-23',2023,13443
5777,'24-May-23',2023,11898
5778,'26-May-23',2023,15878
5779,'27-May-23',2023,19130
5780,'28-May-23',2023,18319
5781,'2-Jun-23',2023,23482
5782,'3-Jun-23',2023,16492
5783,'4-Jun-23',2023,13128
5784,'12-Jun-23',2023,20500
5785,'13-Jun-23',2023,16931
5786,'14-Jun-23',2023,13731
5787,'16-Jun-23',2023,19834
5788,'17-Jun-23',2023,21056
5789,'18-Jun-23',2023,24385
5790,'27-Jun-23',2023,15718
5791,'28-Jun-23',2023,11978
5792,'29-Jun-23',2023,12414
5793,'30-Jun-23',2023,22006
5794,'1-Jul-23',2023,21004
5795,'2-Jul-23',2023,19058
5796,'15-Jul-23',2023,15428
5797,'15-Jul-23',2023,18052
5798,'16-Jul-23',2023,15632
5799,'17-Jul-23',2023,19440
5800,'18-Jul-23',2023,18448
5801,'19-Jul-23',2023,17903
5802,'20-Jul-23',2023,11478
5803,'28-Jul-23',2023,23022
5804,'29-Jul-23',2023,20643
5805,'30-Jul-23',2023,13752
5806,'1-Aug-23',2023,16140
5807,'2-Aug-23',2023,13630
5808,'3-Aug-23',2023,11926
5809,'11-Aug-23',2023,26271
5810,'12-Aug-23',2023,37016
5811,'14-Aug-23',2023,11878
5812,'15-Aug-23',2023,12759
5813,'16-Aug-23',2023,11091
5814,'17-Aug-23',2023,10875
5815,'28-Aug-23',2023,11610
5816,'29-Aug-23',2023,11233
5817,'30-Aug-23',2023,10592
5818,'1-Sep-23',2023,15470
5819,'2-Sep-23',2023,20527
5820,'3-Sep-23',2023,15785
5821,'4-Sep-23',2023,10646
5822,'5-Sep-23',2023,10395
5823,'6-Sep-23',2023,11046
5824,'15-Sep-23',2023,15465
5825,'16-Sep-23',2023,19557
5826,'17-Sep-23',2023,15311
5827,'18-Sep-23',2023,9736
5828,'19-Sep-23',2023,15254
5829,'20-Sep-23',2023,12162
5830,'29-Sep-23',2023,18374
5831,'30-Sep-23',2023,22665
5832,'1-Oct-23',2023,20662
5833,'7-Apr-23',2023,44735
5834,'8-Apr-23',2023,44534
5835,'9-Apr-23',2023,31092
5836,'10-Apr-23',2023,19557
5837,'11-Apr-23',2023,27390
5838,'12-Apr-23',2023,17780
5839,'21-Apr-23',2023,44741
5840,'22-Apr-23',2023,44148
5841,'23-Apr-23',2023,36016
5842,'24-Apr-23',2023,23814
5843,'25-Apr-23',2023,26971
5844,'26-Apr-23',2023,24524
5845,'27-Apr-23',2023,21741
5846,'5-May-23',2023,39073
5847,'6-May-23',2023,37409
5848,'7-May-23',2023,41641
5849,'8-May-23',2023,26064
5850,'9-May-23',2023,29018
5851,'10-May-23',2023,20420
5852,'19-May-23',2023,31079
5853,'20-May-23',2023,35688
5854,'21-May-23',2023,42138
5855,'22-May-23',2023,25314
5856,'23-May-23',2023,25798
5857,'24-May-23',2023,26596
5858,'26-May-23',2023,32130
5859,'27-May-23',2023,38131
5860,'28-May-23',2023,36345
5861,'6-Jun-23',2023,27716
5862,'7-Jun-23',2023,28817
5863,'8-Jun-23',2023,28179
5864,'9-Jun-23',2023,36064
5865,'10-Jun-23',2023,38454
5866,'11-Jun-23',2023,39405
5867,'20-Jun-23',2023,44703
5868,'21-Jun-23',2023,44760
5869,'26-Jun-23',2023,28554
5870,'27-Jun-23',2023,33637
5871,'28-Jun-23',2023,29861
5872,'29-Jun-23',2023,27630
5873,'30-Jun-23',2023,34957
5874,'1-Jul-23',2023,44472
5875,'2-Jul-23',2023,29167
5876,'14-Jul-23',2023,38850
5877,'15-Jul-23',2023,37523
5878,'16-Jul-23',2023,34679
5879,'17-Jul-23',2023,41180
5880,'18-Jul-23',2023,41556
5881,'19-Jul-23',2023,39141
5882,'21-Jul-23',2023,40309
5883,'22-Jul-23',2023,37240
5884,'23-Jul-23',2023,28385
5885,'3-Aug-23',2023,37701
5886,'4-Aug-23',2023,34479
5887,'5-Aug-23',2023,35318
5888,'6-Aug-23',2023,29960
5889,'7-Aug-23',2023,32582
5890,'8-Aug-23',2023,31974
5891,'9-Aug-23',2023,36980
5892,'18-Aug-23',2023,38297
5893,'19-Aug-23',2023,27309
5894,'19-Aug-23',2023,33803
5895,'22-Aug-23',2023,26583
5896,'23-Aug-23',2023,28776
5897,'23-Aug-23',2023,24596
5898,'4-Sep-23',2023,29214
5899,'5-Sep-23',2023,22496
5900,'6-Sep-23',2023,29021
5901,'7-Sep-23',2023,24288
5902,'8-Sep-23',2023,34209
5903,'9-Sep-23',2023,27233
5904,'10-Sep-23',2023,26134
5905,'15-Sep-23',2023,37822
5906,'16-Sep-23',2023,35022
5907,'17-Sep-23',2023,34943
5908,'25-Sep-23',2023,25208
5909,'26-Sep-23',2023,26976
5910,'27-Sep-23',2023,30020
5911,'29-Sep-23',2023,32333
5912,'30-Sep-23',2023,31633
5913,'1-Oct-23',2023,26539
5914,'7-Apr-23',2023,44735
5915,'8-Apr-23',2023,44534
5916,'9-Apr-23',2023,31092
5917,'10-Apr-23',2023,19557
5918,'11-Apr-23',2023,27390
5919,'12-Apr-23',2023,17780
5920,'21-Apr-23',2023,44741
5921,'22-Apr-23',2023,44148
5922,'23-Apr-23',2023,36016
5923,'24-Apr-23',2023,23814
5924,'25-Apr-23',2023,26971
5925,'26-Apr-23',2023,24524
5926,'27-Apr-23',2023,21741
5927,'5-May-23',2023,39073
5928,'6-May-23',2023,37409
5929,'7-May-23',2023,41641
5930,'8-May-23',2023,26064
5931,'9-May-23',2023,29018
5932,'10-May-23',2023,20420
5933,'19-May-23',2023,31079
5934,'20-May-23',2023,35688
5935,'21-May-23',2023,42138
5936,'22-May-23',2023,25314
5937,'23-May-23',2023,25798
5938,'24-May-23',2023,26596
5939,'26-May-23',2023,32130
5940,'27-May-23',2023,38131
5941,'28-May-23',2023,36345
5942,'6-Jun-23',2023,27716
5943,'7-Jun-23',2023,28817
5944,'8-Jun-23',2023,28179
5945,'9-Jun-23',2023,36064
5946,'10-Jun-23',2023,38454
5947,'11-Jun-23',2023,39405
5948,'20-Jun-23',2023,44703
5949,'21-Jun-23',2023,44760
5950,'26-Jun-23',2023,28554
5951,'27-Jun-23',2023,33637
5952,'28-Jun-23',2023,29861
5953,'29-Jun-23',2023,27630
5954,'30-Jun-23',2023,34957
5955,'1-Jul-23',2023,44472
5956,'2-Jul-23',2023,29167
5957,'14-Jul-23',2023,38850
5958,'15-Jul-23',2023,37523
5959,'16-Jul-23',2023,34679
5960,'17-Jul-23',2023,41180
5961,'18-Jul-23',2023,41556
5962,'19-Jul-23',2023,39141
5963,'21-Jul-23',2023,40309
5964,'22-Jul-23',2023,37240
5965,'23-Jul-23',2023,28385
5966,'3-Aug-23',2023,37701
5967,'4-Aug-23',2023,34479
5968,'5-Aug-23',2023,35318
5969,'6-Aug-23',2023,29960
5970,'7-Aug-23',2023,32582
5971,'8-Aug-23',2023,31974
5972,'9-Aug-23',2023,36980
5973,'18-Aug-23',2023,38297
5974,'19-Aug-23',2023,27309
5975,'19-Aug-23',2023,33803
5976,'22-Aug-23',2023,26583
5977,'23-Aug-23',2023,28776
5978,'23-Aug-23',2023,24596
5979,'4-Sep-23',2023,29214
5980,'5-Sep-23',2023,22496
5981,'6-Sep-23',2023,29021
5982,'7-Sep-23',2023,24288
5983,'8-Sep-23',2023,34209
5984,'9-Sep-23',2023,27233
5985,'10-Sep-23',2023,26134
5986,'15-Sep-23',2023,37822
5987,'16-Sep-23',2023,35022
5988,'17-Sep-23',2023,34943
5989,'25-Sep-23',2023,25208
5990,'26-Sep-23',2023,26976
5991,'27-Sep-23',2023,30020
5992,'29-Sep-23',2023,32333
5993,'30-Sep-23',2023,31633
5994,'30-Mar-23',2023,31397
5995,'31-Mar-23',2023,14797
5996,'1-Apr-23',2023,14695
5997,'2-Apr-23',2023,18322
5998,'3-Apr-23',2023,8898
5999,'4-Apr-23',2023,10668
6000,'5-Apr-23',2023,8981
6001,'14-Apr-23',2023,10961
6002,'15-Apr-23',2023,11038
6003,'16-Apr-23',2023,15314
6004,'17-Apr-23',2023,8744
6005,'18-Apr-23',2023,8783
6006,'19-Apr-23',2023,8272
6007,'28-Apr-23',2023,12340
6008,'29-Apr-23',2023,14994
6009,'30-Apr-23',2023,20345
6010,'2-May-23',2023,8626
6011,'3-May-23',2023,10428
6012,'4-May-23',2023,8295
6013,'12-May-23',2023,13938
6014,'13-May-23',2023,11170
6015,'14-May-23',2023,11216
6016,'16-May-23',2023,8811
6017,'17-May-23',2023,8451
6018,'18-May-23',2023,7752
6019,'30-May-23',2023,11930
6020,'31-May-23',2023,11773
6021,'1-Jun-23',2023,8405
6022,'2-Jun-23',2023,8582
6023,'3-Jun-23',2023,10649
6024,'4-Jun-23',2023,12507
6025,'5-Jun-23',2023,7232
6026,'6-Jun-23',2023,7342
6027,'7-Jun-23',2023,7673
6028,'19-Jun-23',2023,12226
6029,'20-Jun-23',2023,9809
6030,'21-Jun-23',2023,15701
6031,'22-Jun-23',2023,8261
6032,'23-Jun-23',2023,11843
6033,'24-Jun-23',2023,24668
6034,'25-Jun-23',2023,21552
6035,'3-Jul-23',2023,19638
6036,'4-Jul-23',2023,16437
6037,'5-Jul-23',2023,9911
6038,'6-Jul-23',2023,8763
6039,'7-Jul-23',2023,13850
6040,'8-Jul-23',2023,18132
6041,'9-Jul-23',2023,21159
6042,'21-Jul-23',2023,14092
6043,'22-Jul-23',2023,15226
6044,'23-Jul-23',2023,14613
6045,'28-Jul-23',2023,15918
6046,'29-Jul-23',2023,32936
6047,'30-Jul-23',2023,18207
6048,'31-Jul-23',2023,9808
6049,'1-Aug-23',2023,9600
6050,'2-Aug-23',2023,12669
6051,'3-Aug-23',2023,16709
6052,'11-Aug-23',2023,30978
6053,'12-Aug-23',2023,33980
6054,'13-Aug-23',2023,35043
6055,'14-Aug-23',2023,13263
6056,'15-Aug-23',2023,12981
6057,'16-Aug-23',2023,14795
6058,'25-Aug-23',2023,12409
6059,'26-Aug-23',2023,13966
6060,'27-Aug-23',2023,17216
6061,'29-Aug-23',2023,10338
6062,'30-Aug-23',2023,9803
6063,'5-Sep-23',2023,11472
6064,'6-Sep-23',2023,10591
6065,'7-Sep-23',2023,12047
6066,'15-Sep-23',2023,17692
6067,'16-Sep-23',2023,24329
6068,'17-Sep-23',2023,22051
6069,'18-Sep-23',2023,14577
6070,'19-Sep-23',2023,10897
6071,'20-Sep-23',2023,12045
6072,'22-Sep-23',2023,15884
6073,'23-Sep-23',2023,23867
6074,'24-Sep-23',2023,17538
6075,'3-Apr-23',2023,42017
6076,'4-Apr-23',2023,19412
6077,'5-Apr-23',2023,18387
6078,'7-Apr-23',2023,28459
6079,'8-Apr-23',2023,43077
6080,'9-Apr-23',2023,27701
6081,'21-Apr-23',2023,24976
6082,'22-Apr-23',2023,31965
6083,'23-Apr-23',2023,26939
6084,'24-Apr-23',2023,23201
6085,'25-Apr-23',2023,24924
6086,'26-Apr-23',2023,25847
6087,'28-Apr-23',2023,24787
6088,'29-Apr-23',2023,39198
6089,'30-Apr-23',2023,33557
6090,'8-May-23',2023,22847
6091,'9-May-23',2023,23874
6092,'10-May-23',2023,30112
6093,'12-May-23',2023,24900
6094,'13-May-23',2023,35766
6095,'14-May-23',2023,33188
6096,'22-May-23',2023,22583
6097,'23-May-23',2023,23062
6098,'24-May-23',2023,28262
6099,'25-May-23',2023,24536
6100,'26-May-23',2023,30347
6101,'27-May-23',2023,39269
6102,'28-May-23',2023,34581
6103,'6-Jun-23',2023,22535
6104,'7-Jun-23',2023,22320
6105,'8-Jun-23',2023,27318
6106,'9-Jun-23',2023,30657
6107,'10-Jun-23',2023,35157
6108,'11-Jun-23',2023,31363
6109,'16-Jun-23',2023,25586
6110,'17-Jun-23',2023,37283
6111,'18-Jun-23',2023,38073
6112,'19-Jun-23',2023,24257
6113,'20-Jun-23',2023,27048
6114,'21-Jun-23',2023,31397
6115,'3-Jul-23',2023,43209
6116,'4-Jul-23',2023,41133
6117,'5-Jul-23',2023,31285
6118,'6-Jul-23',2023,33366
6119,'7-Jul-23',2023,30970
6120,'8-Jul-23',2023,39124
6121,'9-Jul-23',2023,32848
6122,'21-Jul-23',2023,37698
6123,'22-Jul-23',2023,39707
6124,'23-Jul-23',2023,38605
6125,'24-Jul-23',2023,29216
6126,'25-Jul-23',2023,27551
6127,'26-Jul-23',2023,38596
6128,'3-Aug-23',2023,25930
6129,'4-Aug-23',2023,35438
6130,'5-Aug-23',2023,35250
6131,'6-Aug-23',2023,33144
6132,'7-Aug-23',2023,24759
6133,'8-Aug-23',2023,25365
6134,'9-Aug-23',2023,35173
6135,'22-Aug-23',2023,38688
6136,'23-Aug-23',2023,38164
6137,'25-Aug-23',2023,33089
6138,'26-Aug-23',2023,39945
6139,'27-Aug-23',2023,36528
6140,'1-Sep-23',2023,32519
6141,'2-Sep-23',2023,35253
6142,'3-Sep-23',2023,33473
6143,'11-Sep-23',2023,21792
6144,'12-Sep-23',2023,26466
6145,'13-Sep-23',2023,24251
6146,'14-Sep-23',2023,26529
6147,'15-Sep-23',2023,35428
6148,'16-Sep-23',2023,36212
6149,'17-Sep-23',2023,31865
6150,'26-Sep-23',2023,36755
6151,'27-Sep-23',2023,31256
6152,'28-Sep-23',2023,29185
6153,'29-Sep-23',2023,39216
6154,'30-Sep-23',2023,42652
6155,'1-Oct-23',2023,42946
6156,'7-Apr-23',2023,38465
6157,'8-Apr-23',2023,26330
6158,'9-Apr-23',2023,14316
6159,'10-Apr-23',2023,12078
6160,'11-Apr-23',2023,16153
6161,'12-Apr-23',2023,17658
6162,'21-Apr-23',2023,12469
6163,'22-Apr-23',2023,23045
6164,'23-Apr-23',2023,14763
6165,'24-Apr-23',2023,16242
6166,'25-Apr-23',2023,19201
6167,'26-Apr-23',2023,20511
6168,'27-Apr-23',2023,12862
6169,'28-Apr-23',2023,11754
6170,'29-Apr-23',2023,22883
6171,'30-Apr-23',2023,17150
6172,'9-May-23',2023,16882
6173,'10-May-23',2023,18467
6174,'11-May-23',2023,23365
6175,'12-May-23',2023,30037
6176,'13-May-23',2023,32270
6177,'14-May-23',2023,33419
6178,'22-May-23',2023,16627
6179,'23-May-23',2023,20790
6180,'24-May-23',2023,23464
6181,'26-May-23',2023,25061
6182,'27-May-23',2023,29111
6183,'28-May-23',2023,31025
6184,'1-Jun-23',2023,16788
6185,'2-Jun-23',2023,26818
6186,'3-Jun-23',2023,27153
6187,'4-Jun-23',2023,23629
6188,'13-Jun-23',2023,34514
6189,'14-Jun-23',2023,32222
6190,'15-Jun-23',2023,27570
6191,'16-Jun-23',2023,27170
6192,'17-Jun-23',2023,26950
6193,'18-Jun-23',2023,31221
6194,'19-Jun-23',2023,22081
6195,'20-Jun-23',2023,22650
6196,'21-Jun-23',2023,23912
6197,'22-Jun-23',2023,28553
6198,'3-Jul-23',2023,28218
6199,'4-Jul-23',2023,25033
6200,'5-Jul-23',2023,19692
6201,'7-Jul-23',2023,32724
6202,'8-Jul-23',2023,27617
6203,'9-Jul-23',2023,27100
6204,'21-Jul-23',2023,31339
6205,'22-Jul-23',2023,30894
6206,'23-Jul-23',2023,29001
6207,'24-Jul-23',2023,22969
6208,'25-Jul-23',2023,26824
6209,'26-Jul-23',2023,25728
6210,'4-Aug-23',2023,29408
6211,'5-Aug-23',2023,34044
6212,'6-Aug-23',2023,24778
6213,'15-Aug-23',2023,30150
6214,'16-Aug-23',2023,26716
6215,'18-Aug-23',2023,30687
6216,'19-Aug-23',2023,23822
6217,'20-Aug-23',2023,25987
6218,'24-Aug-23',2023,23333
6219,'25-Aug-23',2023,25144
6220,'26-Aug-23',2023,25843
6221,'27-Aug-23',2023,24431
6222,'28-Aug-23',2023,20323
6223,'29-Aug-23',2023,23433
6224,'30-Aug-23',2023,20169
6225,'8-Sep-23',2023,26154
6226,'9-Sep-23',2023,30673
6227,'10-Sep-23',2023,22890
6228,'11-Sep-23',2023,18683
6229,'12-Sep-23',2023,24390
6230,'13-Sep-23',2023,18342
6231,'22-Sep-23',2023,32006
6232,'23-Sep-23',2023,31403
6233,'24-Sep-23',2023,24232
6234,'26-Sep-23',2023,22329
6235,'27-Sep-23',2023,20520
6236,'28-Sep-23',2023,19466
6237,'7-Apr-23',2023,43590
6238,'8-Apr-23',2023,42306
6239,'9-Apr-23',2023,33697
6240,'10-Apr-23',2023,30244
6241,'11-Apr-23',2023,30769
6242,'12-Apr-23',2023,34876
6243,'25-Apr-23',2023,20507
6244,'26-Apr-23',2023,20191
6245,'27-Apr-23',2023,20726
6246,'28-Apr-23',2023,29240
6247,'1-May-23',2023,0
6248,'1-May-23',2023,27603
6249,'5-May-23',2023,25854
6250,'6-May-23',2023,35692
6251,'7-May-23',2023,36501
6252,'16-May-23',2023,28296
6253,'17-May-23',2023,29695
6254,'18-May-23',2023,29946
6255,'19-May-23',2023,35010
6256,'21-May-23',2023,39995
6257,'21-May-23',2023,29862
6258,'30-May-23',2023,36236
6259,'31-May-23',2023,39641
6260,'1-Jun-23',2023,38302
6261,'2-Jun-23',2023,42637
6262,'3-Jun-23',2023,37704
6263,'4-Jun-23',2023,42169
6264,'13-Jun-23',2023,43707
6265,'14-Jun-23',2023,44121
6266,'16-Jun-23',2023,33948
6267,'17-Jun-23',2023,39143
6268,'18-Jun-23',2023,43110
6269,'26-Jun-23',2023,34384
6270,'27-Jun-23',2023,35295
6271,'28-Jun-23',2023,28440
6272,'29-Jun-23',2023,30282
6273,'30-Jun-23',2023,30116
6274,'1-Jul-23',2023,34887
6275,'2-Jul-23',2023,28473
6276,'14-Jul-23',2023,40503
6277,'15-Jul-23',2023,38225
6278,'16-Jul-23',2023,34805
6279,'18-Jul-23',2023,37109
6280,'19-Jul-23',2023,34873
6281,'20-Jul-23',2023,34751
6282,'27-Jul-23',2023,32834
6283,'28-Jul-23',2023,25385
6284,'29-Jul-23',2023,30858
6285,'30-Jul-23',2023,33861
6286,'7-Aug-23',2023,29070
6287,'8-Aug-23',2023,29640
6288,'9-Aug-23',2023,37527
6289,'11-Aug-23',2023,37339
6290,'12-Aug-23',2023,39859
6291,'12-Aug-23',2023,30254
6292,'13-Aug-23',2023,30338
6293,'14-Aug-23',2023,23151
6294,'15-Aug-23',2023,35439
6295,'16-Aug-23',2023,30049
6296,'25-Aug-23',2023,38271
6297,'26-Aug-23',2023,35890
6298,'27-Aug-23',2023,38341
6299,'28-Aug-23',2023,21696
6300,'29-Aug-23',2023,29353
6301,'30-Aug-23',2023,23849
6302,'1-Sep-23',2023,33340
6303,'2-Sep-23',2023,31480
6304,'3-Sep-23',2023,27764
6305,'11-Sep-23',2023,25230
6306,'12-Sep-23',2023,33506
6307,'13-Sep-23',2023,22026
6308,'14-Sep-23',2023,22879
6309,'15-Sep-23',2023,27811
6310,'16-Sep-23',2023,32633
6311,'17-Sep-23',2023,38044
6312,'27-Sep-23',2023,0
6313,'27-Sep-23',2023,24966
6314,'28-Sep-23',2023,31097
6315,'30-Sep-23',2023,0
6316,'30-Sep-23',2023,41102
6317,'1-Oct-23',2023,41212
6318,'30-Mar-23',2023,46172
6319,'1-Apr-23',2023,41642
6320,'2-Apr-23',2023,42053
6321,'3-Apr-23',2023,37202
6322,'4-Apr-23',2023,35392
6323,'5-Apr-23',2023,35847
6324,'13-Apr-23',2023,39024
6325,'14-Apr-23',2023,41039
6326,'15-Apr-23',2023,38363
