Gm#,Date,Season,Attendance,Home,Away,
3650,'17-Apr-2022',2022,23001,16,26,
3651,'18-Apr-2022',2022,21512,16,22,
3652,'19-Apr-2022',2022,22747,16,22,
3653,'20-Apr-2022',2022,20790,16,22,
3654,'25-Apr-2022',2022,21186,16,25,
3655,'29-Apr-2022',2022,29062,16,5,
3656,'30-Apr-2022',2022,37263,16,5,
3657,'01-May-2022',2022,35137,16,5,
3658,'03-May-2022',2022,21961,16,7,
3659,'04-May-2022',2022,25413,16,7,
3660,'05-May-2022',2022,21715,16,7,
3661,'16-May-2022',2022,25880,16,2,
3662,'17-May-2022',2022,28910,16,2,
3663,'18-May-2022',2022,27014,16,2,
3664,'20-May-2022',2022,29609,16,30,
3665,'21-May-2022',2022,34837,16,30,
3666,'22-May-2022',2022,39822,16,30,
3667,'02-Jun-2022',2022,21451,16,23,
3668,'03-Jun-2022',2022,30019,16,23,
3669,'04-Jun-2022',2022,37376,16,23,
3670,'05-Jun-2022',2022,32285,16,23,
3671,'07-Jun-2022',2022,27109,16,21,
3672,'08-Jun-2022',2022,29353,16,21,
3673,'09-Jun-2022',2022,27306,16,21,
3674,'20-Jun-2022',2022,28100,16,26,
3675,'21-Jun-2022',2022,30208,16,26,
3676,'22-Jun-2022',2022,27986,16,26,
3677,'23-Jun-2022',2022,32550,16,26,
3678,'24-Jun-2022',2022,32166,16,29,
3679,'25-Jun-2022',2022,34768,16,29,
3680,'26-Jun-2022',2022,35503,16,29,
3681,'04-Jul-2022',2022,41981,16,5,
3682,'05-Jul-2022',2022,30561,16,5,
3683,'06-Jul-2022',2022,32696,16,5,
3684,'08-Jul-2022',2022,29471,16,22,
3685,'09-Jul-2022',2022,35384,16,22,
3686,'10-Jul-2022',2022,32967,16,22,
3687,'22-Jul-2022',2022,33357,16,9,
3688,'23-Jul-2022',2022,31694,16,9,
3689,'24-Jul-2022',2022,36465,16,9,
3690,'25-Jul-2022',2022,25194,16,9,
3691,'26-Jul-2022',2022,28596,16,17,
3692,'27-Jul-2022',2022,35914,16,17,
3693,'05-Aug-2022',2022,33239,16,7,
3694,'06-Aug-2022',2022,35784,16,7,
3695,'07-Aug-2022',2022,40063,16,7,
3696,'09-Aug-2022',2022,30030,16,27,
3697,'10-Aug-2022',2022,30644,16,27,
3698,'15-Aug-2022',2022,27084,16,14,
3699,'16-Aug-2022',2022,32948,16,14,
3700,'17-Aug-2022',2022,30259,16,14,
3701,'18-Aug-2022',2022,37403,16,14,
3702,'26-Aug-2022',2022,33549,16,5,
3703,'27-Aug-2022',2022,40901,16,5,
3704,'28-Aug-2022',2022,39035,16,5,
3705,'29-Aug-2022',2022,23009,16,22,
3706,'30-Aug-2022',2022,24764,16,22,
3707,'31-Aug-2022',2022,25240,16,22,
3708,'08-Sep-2022',2022,0,16,25,
3709,'08-Sep-2022',2022,23019,16,25,
3710,'09-Sep-2022',2022,33660,16,7,
3711,'10-Sep-2022',2022,34615,16,7,
3712,'11-Sep-2022',2022,42482,16,7,
3713,'16-Sep-2022',2022,36011,16,19,
3714,'17-Sep-2022',2022,41210,16,19,
3715,'18-Sep-2022',2022,35964,16,19,
3716,'19-Sep-2022',2022,25671,16,18,
3717,'20-Sep-2022',2022,26319,16,18,
3718,'21-Sep-2022',2022,25204,16,18,
3719,'27-Sep-2022',2022,29341,16,26,
3720,'28-Sep-2022',2022,28835,16,26,
3721,'29-Sep-2022',2022,23122,16,15,
3722,'30-Sep-2022',2022,31945,16,15,
3723,'01-Oct-2022',2022,30686,16,15,
3724,'02-Oct-2022',2022,31053,16,15,
3725,'03-Oct-2022',2022,18612,16,1,
3726,'04-Oct-2022',2022,19611,16,1,
3727,'05-Oct-2022',2022,18765,16,1,
3728,'08-Apr-2022',2022,35462,17,24,
3729,'09-Apr-2022',2022,20867,17,24,
3730,'10-Apr-2022',2022,17018,17,24,
3731,'11-Apr-2022',2022,12932,17,24,
3732,'12-Apr-2022',2022,16732,17,14,
3733,'13-Apr-2022',2022,17101,17,14,
3734,'22-Apr-2022',2022,14257,17,6,
3735,'23-Apr-2022',2022,16686,17,6,
3736,'24-Apr-2022',2022,16197,17,6,
3737,'26-Apr-2022',2022,11803,17,10,
3738,'27-Apr-2022',2022,11829,17,10,
3739,'28-Apr-2022',2022,19365,17,10,
3740,'06-May-2022',2022,17509,17,20,
3741,'07-May-2022',2022,22272,17,20,
3742,'08-May-2022',2022,14295,17,20,
3743,'10-May-2022',2022,16156,17,11,
3744,'11-May-2022',2022,0,17,11,
3745,'12-May-2022',2022,16918,17,11,
3746,'13-May-2022',2022,18711,17,8,
3747,'14-May-2022',2022,22939,17,8,
3748,'15-May-2022',2022,19850,17,8,
3749,'23-May-2022',2022,16361,17,10,
3750,'24-May-2022',2022,17882,17,10,
3751,'25-May-2022',2022,20375,17,10,
3752,'26-May-2022',2022,17657,17,12,
3753,'27-May-2022',2022,21841,17,12,
3754,'28-May-2022',2022,22249,17,12,
3755,'29-May-2022',2022,27195,17,12,
3756,'07-Jun-2022',2022,27643,17,19,
3757,'08-Jun-2022',2022,22286,17,19,
3758,'09-Jun-2022',2022,26646,17,19,
3759,'10-Jun-2022',2022,23761,17,27,
3760,'11-Jun-2022',2022,22741,17,27,
3761,'12-Jun-2022',2022,25350,17,27,
3762,'21-Jun-2022',2022,22341,17,8,
3763,'22-Jun-2022',2022,25604,17,8,
3764,'23-Jun-2022',2022,24929,17,8,
3765,'24-Jun-2022',2022,24643,17,9,
3766,'25-Jun-2022',2022,24578,17,9,
3767,'26-Jun-2022',2022,28048,17,9,
3768,'01-Jul-2022',2022,25540,17,3,
3769,'02-Jul-2022',2022,20618,17,3,
3770,'03-Jul-2022',2022,24424,17,3,
3771,'12-Jul-2022',2022,37183,17,16,
3772,'13-Jul-2022',2022,38802,17,16,
3773,'14-Jul-2022',2022,26907,17,6,
3774,'15-Jul-2022',2022,27021,17,6,
3775,'16-Jul-2022',2022,28514,17,6,
3776,'17-Jul-2022',2022,23225,17,6,
3777,'01-Aug-2022',2022,20231,17,10,
3778,'02-Aug-2022',2022,23394,17,10,
3779,'03-Aug-2022',2022,25044,17,10,
3780,'04-Aug-2022',2022,39030,17,29,
3781,'05-Aug-2022',2022,29593,17,29,
3782,'06-Aug-2022',2022,27471,17,29,
3783,'07-Aug-2022',2022,26155,17,29,
3784,'15-Aug-2022',2022,22003,17,12,
3785,'16-Aug-2022',2022,23093,17,12,
3786,'17-Aug-2022',2022,23543,17,12,
3787,'19-Aug-2022',2022,22627,17,28,
3788,'20-Aug-2022',2022,21781,17,28,
3789,'21-Aug-2022',2022,24802,17,28,
3790,'22-Aug-2022',2022,18595,17,28,
3791,'26-Aug-2022',2022,25246,17,25,
3792,'27-Aug-2022',2022,27570,17,25,
3793,'28-Aug-2022',2022,25285,17,25,
3794,'29-Aug-2022',2022,19581,17,4,
3795,'30-Aug-2022',2022,19909,17,4,
3796,'31-Aug-2022',2022,19337,17,4,
3797,'09-Sep-2022',2022,18595,17,8,
3798,'10-Sep-2022',2022,26073,17,8,
3799,'11-Sep-2022',2022,19016,17,8,
3800,'13-Sep-2022',2022,19005,17,12,
3801,'14-Sep-2022',2022,14927,17,12,
3802,'15-Sep-2022',2022,16595,17,12,
3803,'23-Sep-2022',2022,24896,17,13,
3804,'24-Sep-2022',2022,30959,17,13,
3805,'25-Sep-2022',2022,24133,17,13,
3806,'27-Sep-2022',2022,23647,17,6,
3807,'28-Sep-2022',2022,22332,17,6,
3808,'29-Sep-2022',2022,23397,17,6,
3809,'15-Apr-2022',2022,43820,18,1,
3810,'16-Apr-2022',2022,37935,18,1,
3811,'17-Apr-2022',2022,24515,18,1,
3812,'19-Apr-2022',2022,0,18,25,
3813,'19-Apr-2022',2022,27490,18,25,
3814,'20-Apr-2022',2022,30050,18,25,
3815,'21-Apr-2022',2022,28760,18,25,
3816,'29-Apr-2022',2022,32416,18,21,
3817,'30-Apr-2022',2022,40036,18,21,
3818,'01-May-2022',2022,30608,18,21,
3819,'02-May-2022',2022,23413,18,2,
3820,'03-May-2022',2022,0,18,2,
3821,'03-May-2022',2022,27206,18,2,
3822,'04-May-2022',2022,23973,18,2,
3823,'13-May-2022',2022,36629,18,24,
3824,'14-May-2022',2022,37140,18,24,
3825,'15-May-2022',2022,38476,18,24,
3826,'17-May-2022',2022,0,18,26,
3827,'17-May-2022',2022,27457,18,26,
3828,'18-May-2022',2022,32798,18,26,
3829,'19-May-2022',2022,28801,18,26,
3830,'27-May-2022',2022,30175,18,21,
3831,'28-May-2022',2022,37455,18,21,
3832,'29-May-2022',2022,36513,18,21,
3833,'30-May-2022',2022,22007,18,30,
3834,'31-May-2022',2022,25263,18,30,
3835,'01-Jun-2022',2022,25417,18,30,
3836,'14-Jun-2022',2022,28495,18,16,
3837,'15-Jun-2022',2022,25422,18,16,
3838,'16-Jun-2022',2022,25002,18,16,
3839,'17-Jun-2022',2022,36111,18,15,
3840,'18-Jun-2022',2022,40021,18,15,
3841,'19-Jun-2022',2022,41255,18,15,
3842,'20-Jun-2022',2022,34947,18,15,
3843,'28-Jun-2022',2022,36673,18,11,
3844,'29-Jun-2022',2022,29230,18,11,
3845,'01-Jul-2022',2022,35639,18,28,
3846,'02-Jul-2022',2022,26494,18,28,
3847,'03-Jul-2022',2022,25241,18,28,
3848,'07-Jul-2022',2022,30555,18,15,
3849,'08-Jul-2022',2022,25208,18,15,
3850,'09-Jul-2022',2022,43336,18,15,
3851,'10-Jul-2022',2022,34774,18,15,
3852,'22-Jul-2022',2022,36855,18,23,
3853,'23-Jul-2022',2022,39359,18,23,
3854,'24-Jul-2022',2022,35475,18,23,
3855,'26-Jul-2022',2022,42364,18,19,
3856,'27-Jul-2022',2022,43693,18,19,
3857,'04-Aug-2022',2022,38693,18,2,
3858,'05-Aug-2022',2022,40305,18,2,
3859,'06-Aug-2022',2022,37790,18,2,
3860,'06-Aug-2022',2022,37452,18,2,
3861,'07-Aug-2022',2022,37717,18,2,
3862,'08-Aug-2022',2022,28448,18,7,
3863,'09-Aug-2022',2022,30816,18,7,
3864,'10-Aug-2022',2022,36883,18,7,
3865,'12-Aug-2022',2022,38467,18,21,
3866,'13-Aug-2022',2022,43857,18,21,
3867,'14-Aug-2022',2022,40513,18,21,
3868,'25-Aug-2022',2022,37377,18,9,
3869,'26-Aug-2022',2022,32447,18,9,
3870,'27-Aug-2022',2022,42617,18,9,
3871,'28-Aug-2022',2022,36396,18,9,
3872,'30-Aug-2022',2022,40607,18,14,
3873,'31-Aug-2022',2022,41799,18,14,
3874,'01-Sep-2022',2022,36908,18,14,
3875,'02-Sep-2022',2022,33630,18,30,
3876,'03-Sep-2022',2022,33509,18,30,
3877,'04-Sep-2022',2022,31711,18,30,
3878,'12-Sep-2022',2022,28081,18,5,
3879,'13-Sep-2022',2022,26435,18,5,
3880,'14-Sep-2022',2022,28522,18,5,
3881,'15-Sep-2022',2022,25683,18,22,
3882,'16-Sep-2022',2022,28928,18,22,
3883,'17-Sep-2022',2022,40111,18,22,
3884,'18-Sep-2022',2022,36291,18,22,
3885,'27-Sep-2022',2022,29067,18,15,
3886,'28-Sep-2022',2022,28228,18,15,
3887,'04-Oct-2022',2022,0,18,30,
3888,'04-Oct-2022',2022,23649,18,30,
3889,'05-Oct-2022',2022,27298,18,30,
3890,'08-Apr-2022',2022,46097,19,4,
3891,'09-Apr-2022',2022,46882,19,4,
3892,'10-Apr-2022',2022,40108,19,4,
3893,'11-Apr-2022',2022,26211,19,29,
3894,'12-Apr-2022',2022,25068,19,29,
3895,'13-Apr-2022',2022,30109,19,29,
3896,'14-Apr-2022',2022,37255,19,29,
3897,'22-Apr-2022',2022,41062,19,8,
3898,'23-Apr-2022',2022,39180,19,8,
3899,'24-Apr-2022',2022,39050,19,8,
3900,'26-Apr-2022',2022,28596,19,3,
3901,'27-Apr-2022',2022,31122,19,3,
3902,'28-Apr-2022',2022,29268,19,3,
3903,'08-May-2022',2022,0,19,28,
3904,'08-May-2022',2022,40714,19,28,
3905,'09-May-2022',2022,34866,19,28,
3906,'10-May-2022',2022,41522,19,29,
3907,'11-May-2022',2022,42105,19,29,
3908,'21-May-2022',2022,44001,19,6,
3909,'22-May-2022',2022,0,19,6,
3910,'22-May-2022',2022,36167,19,6,
3911,'23-May-2022',2022,32187,19,3,
3912,'24-May-2022',2022,32289,19,3,
3913,'25-May-2022',2022,39154,19,3,
3914,'31-May-2022',2022,31242,19,13,
3915,'02-Jun-2022',2022,30518,19,13,
3916,'02-Jun-2022',2022,33476,19,13,
3917,'03-Jun-2022',2022,42026,19,10,
3918,'04-Jun-2022',2022,38106,19,10,
3919,'05-Jun-2022',2022,38030,19,10,
3920,'10-Jun-2022',2022,43446,19,5,
3921,'11-Jun-2022',2022,38043,19,5,
3922,'12-Jun-2022',2022,39114,19,5,
3923,'14-Jun-2022',2022,35692,19,27,
3924,'15-Jun-2022',2022,35104,19,27,
3925,'16-Jun-2022',2022,39469,19,27,
3926,'23-Jun-2022',2022,44071,19,11,
3927,'24-Jun-2022',2022,47528,19,11,
3928,'25-Jun-2022',2022,45076,19,11,
3929,'26-Jun-2022',2022,44028,19,11,
3930,'27-Jun-2022',2022,33168,19,20,
3931,'28-Jun-2022',2022,38051,19,20,
3932,'29-Jun-2022',2022,39647,19,20,
3933,'12-Jul-2022',2022,40235,19,7,
3934,'13-Jul-2022',2022,36772,19,7,
3935,'14-Jul-2022',2022,41311,19,7,
3936,'15-Jul-2022',2022,47573,19,4,
3937,'16-Jul-2022',2022,47997,19,4,
3938,'17-Jul-2022',2022,47958,19,4,
3939,'28-Jul-2022',2022,43836,19,12,
3940,'29-Jul-2022',2022,42481,19,12,
3941,'30-Jul-2022',2022,44081,19,12,
3942,'31-Jul-2022',2022,45341,19,12,
3943,'01-Aug-2022',2022,36731,19,24,
3944,'02-Aug-2022',2022,38735,19,24,
3945,'03-Aug-2022',2022,42169,19,24,
3946,'15-Aug-2022',2022,42192,19,27,
3947,'16-Aug-2022',2022,41083,19,27,
3948,'17-Aug-2022',2022,42512,19,27,
3949,'18-Aug-2022',2022,41419,19,29,
3950,'19-Aug-2022',2022,46194,19,29,
3951,'20-Aug-2022',2022,45538,19,29,
3952,'21-Aug-2022',2022,46958,19,29,
3953,'22-Aug-2022',2022,48760,19,18,
3954,'23-Aug-2022',2022,49217,19,18,
3955,'05-Sep-2022',2022,38446,19,17,
3956,'07-Sep-2022',2022,0,19,17,
3957,'07-Sep-2022',2022,30157,19,17,
3958,'08-Sep-2022',2022,35551,19,17,
3959,'09-Sep-2022',2022,46160,19,27,
3960,'10-Sep-2022',2022,43088,19,27,
3961,'11-Sep-2022',2022,36402,19,27,
3962,'20-Sep-2022',2022,40157,19,22,
3963,'21-Sep-2022',2022,46175,19,22,
3964,'22-Sep-2022',2022,43123,19,4,
3965,'23-Sep-2022',2022,47346,19,4,
3966,'24-Sep-2022',2022,47611,19,4,
3967,'25-Sep-2022',2022,46707,19,4,
3968,'30-Sep-2022',2022,47583,19,3,
3969,'01-Oct-2022',2022,45428,19,3,
3970,'02-Oct-2022',2022,44332,19,3,
3971,'18-Apr-2022',2022,17503,20,3,
3972,'19-Apr-2022',2022,3748,20,3,
3973,'20-Apr-2022',2022,2703,20,3,
3974,'21-Apr-2022',2022,4429,20,3,
3975,'22-Apr-2022',2022,7012,20,28,
3976,'23-Apr-2022',2022,9120,20,28,
3977,'24-Apr-2022',2022,11083,20,28,
3978,'29-Apr-2022',2022,12910,20,8,
3979,'30-Apr-2022',2022,6707,20,8,
3980,'01-May-2022',2022,14945,20,8,
3981,'02-May-2022',2022,2488,20,27,
3982,'03-May-2022',2022,2815,20,27,
3983,'04-May-2022',2022,4838,20,27,
3984,'13-May-2022',2022,13992,20,13,
3985,'14-May-2022',2022,12719,20,13,
3986,'14-May-2022',2022,7737,20,13,
3987,'15-May-2022',2022,14668,20,13,
3988,'16-May-2022',2022,3138,20,17,
3989,'17-May-2022',2022,3640,20,17,
3990,'18-May-2022',2022,7106,20,17,
3991,'26-May-2022',2022,3203,20,28,
3992,'27-May-2022',2022,5010,20,28,
3993,'28-May-2022',2022,6502,20,28,
3994,'29-May-2022',2022,8342,20,28,
3995,'30-May-2022',2022,8753,20,11,
3996,'31-May-2022',2022,3469,20,11,
3997,'01-Jun-2022',2022,5189,20,11,
3998,'03-Jun-2022',2022,17852,20,4,
3999,'04-Jun-2022',2022,14796,20,4,
4000,'05-Jun-2022',2022,12084,20,4,
4001,'17-Jun-2022',2022,8772,20,12,
4002,'18-Jun-2022',2022,10936,20,12,
4003,'19-Jun-2022',2022,14341,20,12,
4004,'21-Jun-2022',2022,4733,20,24,
4005,'22-Jun-2022',2022,5414,20,24,
4006,'23-Jun-2022',2022,8215,20,24,
4007,'04-Jul-2022',2022,24403,20,29,
4008,'05-Jul-2022',2022,4846,20,29,
4009,'06-Jul-2022',2022,6330,20,29,
4010,'08-Jul-2022',2022,6012,20,11,
4011,'09-Jul-2022',2022,10058,20,11,
4012,'10-Jul-2022',2022,10195,20,11,
4013,'21-Jul-2022',2022,0,20,10,
4014,'21-Jul-2022',2022,7282,20,10,
4015,'22-Jul-2022',2022,6620,20,28,
4016,'23-Jul-2022',2022,10190,20,28,
4017,'24-Jul-2022',2022,9835,20,28,
4018,'25-Jul-2022',2022,4105,20,11,
4019,'26-Jul-2022',2022,5130,20,11,
4020,'27-Jul-2022',2022,9367,20,11,
4021,'06-Aug-2022',2022,40065,20,25,
4022,'07-Aug-2022',2022,31605,20,25,
4023,'08-Aug-2022',2022,5440,20,13,
4024,'09-Aug-2022',2022,9351,20,13,
4025,'10-Aug-2022',2022,8268,20,13,
4026,'19-Aug-2022',2022,16912,20,24,
4027,'20-Aug-2022',2022,9626,20,24,
4028,'21-Aug-2022',2022,9314,20,24,
4029,'22-Aug-2022',2022,2630,20,15,
4030,'23-Aug-2022',2022,4028,20,15,
4031,'24-Aug-2022',2022,3901,20,15,
4032,'25-Aug-2022',2022,10876,20,19,
4033,'26-Aug-2022',2022,16821,20,19,
4034,'27-Aug-2022',2022,36529,20,19,
4035,'28-Aug-2022',2022,29498,20,19,
4036,'06-Sep-2022',2022,6062,20,2,
4037,'07-Sep-2022',2022,5332,20,2,
4038,'08-Sep-2022',2022,4591,20,6,
4039,'09-Sep-2022',2022,11494,20,6,
4040,'10-Sep-2022',2022,11107,20,6,
4041,'11-Sep-2022',2022,11701,20,6,
4042,'20-Sep-2022',2022,4251,20,24,
4043,'21-Sep-2022',2022,4030,20,24,
4044,'22-Sep-2022',2022,4696,20,24,
4045,'23-Sep-2022',2022,18107,20,18,
4046,'24-Sep-2022',2022,16041,20,18,
4047,'25-Sep-2022',2022,13942,20,18,
4048,'03-Oct-2022',2022,6978,20,13,
4049,'04-Oct-2022',2022,8189,20,13,
4050,'05-Oct-2022',2022,11232,20,13,
4051,'08-Apr-2022',2022,44232,21,20,
4052,'09-Apr-2022',2022,41622,21,20,
4053,'10-Apr-2022',2022,33507,21,20,
4054,'11-Apr-2022',2022,22317,21,18,
4055,'12-Apr-2022',2022,26045,21,18,
4056,'13-Apr-2022',2022,31190,21,18,
4057,'22-Apr-2022',2022,29285,21,16,
4058,'23-Apr-2022',2022,30612,21,16,
4059,'24-Apr-2022',2022,26175,21,16,
4060,'25-Apr-2022',2022,20130,21,9,
4061,'26-Apr-2022',2022,22300,21,9,
4062,'27-Apr-2022',2022,20127,21,9,
4063,'28-Apr-2022',2022,20098,21,9,
4064,'03-May-2022',2022,27788,21,28,
4065,'04-May-2022',2022,21315,21,28,
4066,'05-May-2022',2022,24040,21,18,
4067,'08-May-2022',2022,0,21,18,
4068,'08-May-2022',2022,37133,21,18,
4069,'17-May-2022',2022,29200,21,23,
4070,'18-May-2022',2022,27655,21,23,
4071,'19-May-2022',2022,30146,21,23,
4072,'20-May-2022',2022,30025,21,14,
4073,'21-May-2022',2022,32068,21,14,
4074,'22-May-2022',2022,34021,21,14,
4075,'30-May-2022',2022,26650,21,25,
4076,'31-May-2022',2022,20927,21,25,
4077,'01-Jun-2022',2022,22213,21,25,
4078,'03-Jun-2022',2022,28721,21,13,
4079,'04-Jun-2022',2022,36313,21,13,
4080,'05-Jun-2022',2022,34801,21,13,
4081,'10-Jun-2022',2022,37423,21,1,
4082,'11-Jun-2022',2022,30820,21,1,
4083,'12-Jun-2022',2022,41218,21,1,
4084,'13-Jun-2022',2022,22701,21,15,
4085,'14-Jun-2022',2022,28073,21,15,
4086,'15-Jun-2022',2022,24726,21,15,
4087,'28-Jun-2022',2022,27725,21,2,
4088,'29-Jun-2022',2022,25621,21,2,
4089,'30-Jun-2022',2022,30131,21,2,
4090,'01-Jul-2022',2022,36077,21,26,
4091,'02-Jul-2022',2022,27657,21,26,
4092,'03-Jul-2022',2022,44225,21,26,
4093,'05-Jul-2022',2022,20217,21,30,
4094,'06-Jul-2022',2022,22369,21,30,
4095,'07-Jul-2022',2022,22104,21,30,
4096,'22-Jul-2022',2022,27775,21,5,
4097,'23-Jul-2022',2022,38542,21,5,
4098,'24-Jul-2022',2022,29079,21,5,
4099,'25-Jul-2022',2022,25452,21,2,
4100,'26-Jul-2022',2022,27486,21,2,
4101,'27-Jul-2022',2022,29038,21,2,
4102,'04-Aug-2022',2022,35393,21,30,
4103,'05-Aug-2022',2022,22024,21,30,
4104,'06-Aug-2022',2022,27078,21,30,
4105,'07-Aug-2022',2022,28672,21,30,
4106,'09-Aug-2022',2022,22087,21,15,
4107,'10-Aug-2022',2022,23021,21,15,
4108,'11-Aug-2022',2022,25444,21,15,
4109,'19-Aug-2022',2022,43176,21,18,
4110,'20-Aug-2022',2022,36809,21,18,
4111,'20-Aug-2022',2022,39374,21,18,
4112,'21-Aug-2022',2022,35801,21,18,
4113,'22-Aug-2022',2022,19166,21,7,
4114,'23-Aug-2022',2022,20220,21,7,
4115,'24-Aug-2022',2022,24400,21,7,
4116,'25-Aug-2022',2022,21123,21,7,
4117,'26-Aug-2022',2022,30546,21,22,
4118,'27-Aug-2022',2022,37105,21,22,
4119,'28-Aug-2022',2022,30355,21,22,
4120,'06-Sep-2022',2022,17145,21,15,
4121,'07-Sep-2022',2022,17755,21,15,
4122,'08-Sep-2022',2022,19073,21,15,
4123,'09-Sep-2022',2022,22304,21,30,
4124,'10-Sep-2022',2022,37185,21,30,
4125,'11-Sep-2022',2022,23802,21,30,
4126,'20-Sep-2022',2022,21129,21,29,
4127,'21-Sep-2022',2022,29363,21,29,
4128,'22-Sep-2022',2022,21276,21,2,
4129,'23-Sep-2022',2022,28013,21,2,
4130,'24-Sep-2022',2022,36692,21,2,
4131,'25-Sep-2022',2022,32090,21,2,
4132,'12-Apr-2022',2022,34458,22,5,
4133,'13-Apr-2022',2022,9122,22,5,
4134,'14-Apr-2022',2022,9266,22,30,
4135,'15-Apr-2022',2022,13076,22,30,
4136,'16-Apr-2022',2022,8676,22,30,
4137,'17-Apr-2022',2022,8735,22,30,
4138,'26-Apr-2022',2022,8493,22,16,
4139,'27-Apr-2022',2022,8331,22,16,
4140,'28-Apr-2022',2022,8332,22,16,
4141,'29-Apr-2022',2022,9755,22,23,
4142,'30-Apr-2022',2022,20483,22,23,
4143,'01-May-2022',2022,8350,22,23,
4144,'09-May-2022',2022,8527,22,14,
4145,'10-May-2022',2022,11583,22,14,
4146,'11-May-2022',2022,11105,22,14,
4147,'12-May-2022',2022,9470,22,7,
4148,'13-May-2022',2022,12588,22,7,
4149,'14-May-2022',2022,12959,22,7,
4150,'15-May-2022',2022,10559,22,7,
4151,'20-May-2022',2022,14034,22,26,
4152,'21-May-2022',2022,24644,22,26,
4153,'22-May-2022',2022,13510,22,26,
4154,'23-May-2022',2022,8376,22,9,
4155,'24-May-2022',2022,9009,22,9,
4156,'25-May-2022',2022,10014,22,9,
4157,'03-Jun-2022',2022,16444,22,1,
4158,'04-Jun-2022',2022,19149,22,1,
4159,'05-Jun-2022',2022,11796,22,1,
4160,'07-Jun-2022',2022,10214,22,10,
4161,'08-Jun-2022',2022,11723,22,10,
4162,'17-Jun-2022',2022,19075,22,25,
4163,'18-Jun-2022',2022,26041,22,25,
4164,'19-Jun-2022',2022,23905,22,25,
4165,'20-Jun-2022',2022,11312,22,5,
4166,'21-Jun-2022',2022,11254,22,5,
4167,'22-Jun-2022',2022,14083,22,5,
4168,'23-Jun-2022',2022,14529,22,5,
4169,'30-Jun-2022',2022,14134,22,16,
4170,'01-Jul-2022',2022,20409,22,16,
4171,'02-Jul-2022',2022,26505,22,16,
4172,'03-Jul-2022',2022,17578,22,16,
4173,'05-Jul-2022',2022,37733,22,19,
4174,'06-Jul-2022',2022,32414,22,19,
4175,'22-Jul-2022',2022,22316,22,15,
4176,'23-Jul-2022',2022,22560,22,15,
4177,'24-Jul-2022',2022,15188,22,15,
4178,'28-Jul-2022',2022,20701,22,21,
4179,'29-Jul-2022',2022,26946,22,21,
4180,'30-Jul-2022',2022,38781,22,21,
4181,'31-Jul-2022',2022,19322,22,21,
4182,'02-Aug-2022',2022,12401,22,16,
4183,'03-Aug-2022',2022,13084,22,16,
4184,'04-Aug-2022',2022,13485,22,16,
4185,'16-Aug-2022',2022,19387,22,4,
4186,'17-Aug-2022',2022,15231,22,4,
4187,'18-Aug-2022',2022,20991,22,4,
4188,'19-Aug-2022',2022,17706,22,7,
4189,'20-Aug-2022',2022,31761,22,7,
4190,'21-Aug-2022',2022,15046,22,7,
4191,'22-Aug-2022',2022,11231,22,2,
4192,'23-Aug-2022',2022,13367,22,2,
4193,'24-Aug-2022',2022,12060,22,2,
4194,'02-Sep-2022',2022,18057,22,29,
4195,'03-Sep-2022',2022,23568,22,29,
4196,'04-Sep-2022',2022,14903,22,29,
4197,'06-Sep-2022',2022,8817,22,18,
4198,'07-Sep-2022',2022,8717,22,18,
4199,'07-Sep-2022',2022,9824,22,18,
4200,'09-Sep-2022',2022,15718,22,26,
4201,'10-Sep-2022',2022,22042,22,26,
4202,'11-Sep-2022',2022,10398,22,26,
4203,'22-Sep-2022',2022,9166,22,5,
4204,'23-Sep-2022',2022,11987,22,5,
4205,'24-Sep-2022',2022,17273,22,5,
4206,'25-Sep-2022',2022,16192,22,5,
4207,'26-Sep-2022',2022,8766,22,7,
4208,'27-Sep-2022',2022,8723,22,7,
4209,'28-Sep-2022',2022,9127,22,7,
4210,'03-Oct-2022',2022,12702,22,26,
4211,'04-Oct-2022',2022,12842,22,26,
4212,'05-Oct-2022',2022,15319,22,26,
4213,'14-Apr-2022',2022,44844,23,2,
4214,'15-Apr-2022',2022,41993,23,2,
4215,'16-Apr-2022',2022,36924,23,2,
4216,'17-Apr-2022',2022,37694,23,2,
4217,'18-Apr-2022',2022,31121,23,7,
4218,'19-Apr-2022',2022,31313,23,7,
4219,'20-Apr-2022',2022,25359,23,7,
4220,'22-Apr-2022',2022,44482,23,14,
4221,'23-Apr-2022',2022,44444,23,14,
4222,'24-Apr-2022',2022,44930,23,14,
4223,'05-May-2022',2022,31034,23,15,
4224,'06-May-2022',2022,37585,23,15,
4225,'07-May-2022',2022,34709,23,15,
4226,'08-May-2022',2022,37937,23,15,
4227,'09-May-2022',2022,41595,23,5,
4228,'10-May-2022',2022,31047,23,5,
4229,'11-May-2022',2022,29344,23,5,
4230,'23-May-2022',2022,31504,23,16,
4231,'24-May-2022',2022,39834,23,16,
4232,'25-May-2022',2022,27831,23,16,
4233,'27-May-2022',2022,41898,23,22,
4234,'28-May-2022',2022,38189,23,22,
4235,'29-May-2022',2022,44395,23,22,
4236,'06-Jun-2022',2022,34858,23,18,
4237,'07-Jun-2022',2022,31796,23,18,
4238,'08-Jun-2022',2022,40992,23,18,
4239,'10-Jun-2022',2022,35207,23,9,
4240,'11-Jun-2022',2022,31415,23,9,
4241,'11-Jun-2022',2022,30040,23,9,
